staycation-db
date,stream,content
2026/03/22 07:00:33,stderr,"2026-03-22 07:00:33.510 UTC [27] LOG:  checkpoint complete: wrote 1 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.101 s, sync=0.023 s, total=0.223 s; sync files=1, longest=0.023 s, average=0.023 s; distance=8 kB, estimate=1240 kB; lsn=0/12436600, redo lsn=0/124365C8
"
2026/03/22 07:00:33,stderr,2026-03-22 07:00:33.287 UTC [27] LOG:  checkpoint starting: time

2026/03/22 06:40:53,stderr,"2026-03-22 06:40:53.919 UTC [27] LOG:  checkpoint complete: wrote 214 buffers (1.3%); 0 WAL file(s) added, 0 removed, 0 recycled; write=21.185 s, sync=0.225 s, total=21.522 s; sync files=22, longest=0.043 s, average=0.011 s; distance=1377 kB, estimate=1377 kB; lsn=0/124345D8, redo lsn=0/124345A0
"
2026/03/22 06:40:32,stderr,2026-03-22 06:40:32.398 UTC [27] LOG:  checkpoint starting: time

2026/03/22 06:36:37,stderr,"2026-03-22 06:36:37.585 UTC [10822] STATEMENT:  INSERT INTO \"insights\"(\"id\", \"type\", \"summary\", \"details\", \"dedupeKey\", \"seriesKey\", \"createdAt\", \"fingerprint_id\") VALUES (DEFAULT, $1, $2, $3, $4, $5, DEFAULT, $6) RETURNING \"id\", \"createdAt\"
"
2026/03/22 06:36:37,stderr,2026-03-22 06:36:37.585 UTC [10822] DETAIL:  Key ("dedupeKey")=(7fd9624bf084d9c888777743ce7e5b42a5abd3044d9717bcf67ae9792d32c40a) already exists.

2026/03/22 06:36:37,stderr,2026-03-22 06:36:37.585 UTC [10822] ERROR:  duplicate key value violates unique constraint "UQ_842d6055f9dd51ebad2e73f36ae"

2026/03/22 06:36:36,stderr,"2026-03-22 06:36:36.546 UTC [10822] STATEMENT:  INSERT INTO \"insights\"(\"id\", \"type\", \"summary\", \"details\", \"dedupeKey\", \"seriesKey\", \"createdAt\", \"fingerprint_id\") VALUES (DEFAULT, $1, $2, $3, $4, $5, DEFAULT, $6) RETURNING \"id\", \"createdAt\"
"
2026/03/22 06:36:36,stderr,2026-03-22 06:36:36.546 UTC [10822] DETAIL:  Key ("dedupeKey")=(533ceffda30ec13b5dec615394be80940f7474c444311881db77cac88d27b493) already exists.

2026/03/22 06:36:36,stderr,2026-03-22 06:36:36.546 UTC [10822] ERROR:  duplicate key value violates unique constraint "UQ_842d6055f9dd51ebad2e73f36ae"

